theta,phi,psi,altitude,vx,vy,vz,accelx,accely,accelz,yaw1,yaw2
89355.0,-148384.0,121314.0,394.0,0.0,0.0,0.0,982.231,-15.566,14.73,0.577,-0.18
89355.0,-148369.0,121326.0,393.0,0.0,0.0,0.0,982.375,-15.649,14.68,0.577,-0.18
89355.0,-148326.0,121366.0,393.0,0.0,0.0,0.0,982.323,-13.324,14.66,0.585,-0.18
89353.0,-148255.0,121433.0,393.0,0.0,0.0,0.0,982.325,-11.067,14.58,0.58,-0.18
89354.0,-148192.0,121495.0,393.0,0.0,0.0,0.0,979.921,-11.653,14.56,0.579,-0.18
89354.0,-148132.0,121552.0,393.0,0.0,0.0,0.0,977.61,-11.938,14.53,0.581,-0.18
89354.0,-148099.0,121582.0,393.0,0.0,0.0,0.0,980.559,-14.146,14.62,0.58,-0.18
89354.0,-148078.0,121600.0,393.0,0.0,0.0,0.0,980.878,-16.565,12.29,0.58,-0.18
89354.0,-148049.0,121625.0,393.0,0.0,0.0,0.0,977.816,-15.935,12.27,0.581,-0.18
89354.0,-148038.0,121634.0,364.0,0.0,0.0,0.0,978.052,-15.537,15.19,0.58,-0.18
89354.0,-148057.0,121612.0,364.0,0.0,0.0,0.0,980.889,-18.062,15.02,0.58,-0.18
89354.0,-148100.0,121566.0,364.0,0.0,0.0,0.0,983.021,-20.344,14.62,0.581,-0.18
89354.0,-148124.0,121539.0,364.0,0.0,0.0,0.0,982.394,-19.676,17.2,0.581,-0.18
89353.0,-148171.0,121489.0,364.0,0.0,0.0,0.0,981.989,-19.267,19.47,0.436,-0.18
